care.virtue,care.vice,authority.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,sanctity.virtue,authority.vice,sanctity.vice,positive,neutral,negative,target
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4557,0.5048,0.0395,Morally Positive
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033,0.2436,0.7234,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.7049,0.2719,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.3959,0.5753,Neutral but Negative Sentiment
0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0092,0.2085,0.7823,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469,0.7451,0.208,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635,0.8164,0.1201,Neutral
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.1001,0.8911,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.7062,0.2631,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4072,0.5704,0.0224,Neutral
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865,0.0112,0.0023,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0111,0.2953,0.6935,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0061,0.0838,0.9101,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5601,0.3663,0.0736,Neutral but Positive Sentiment
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0239,0.3162,0.6599,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457,0.393,0.0613,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.8679,0.0371,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523,0.7232,0.1245,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.2702,0.7146,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0083,0.0525,0.9392,Morally Positive
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.373,0.6067,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1727,0.7455,0.0818,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.1336,0.8539,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.3988,0.5665,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371,0.752,0.2108,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298,0.4279,0.5424,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.6065,0.3705,Neutral
0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0139,0.4099,0.5762,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.534,0.4446,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0779,0.831,0.0911,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.3183,0.6666,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.151,0.5977,0.2513,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1014,0.7345,0.1641,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0634,0.5062,0.4304,Neutral
0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0067,0.1398,0.8534,Partially Negative
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377,0.9303,0.032,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.6351,0.1498,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.1005,0.8939,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284,0.4595,0.5121,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.1464,0.8421,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0879,0.7392,0.1729,Morally Positive
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.019,0.4217,0.5593,Morally Positive
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.083,0.9115,Morally Negative
0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0248,0.8503,0.1249,Morally Negative
0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0151,0.2065,0.7785,Morally Positive
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.1314,0.857,Morally Positive
0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0096,0.1338,0.8566,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038,0.1612,0.8008,Morally Negative
0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0201,0.3694,0.6105,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.1917,0.7949,Neutral but Negative Sentiment
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0696,0.9224,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.5979,0.3606,Neutral
0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0887,0.6497,0.2616,Partially Neutral
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.188,0.797,Morally Positive
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.19,0.7979,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.2511,0.7379,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7176,0.2608,0.0216,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.1499,0.8379,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1461,0.7554,0.0984,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7677,0.2241,0.0083,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.1852,0.7968,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546,0.5269,0.4185,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.2048,0.7755,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,0.2585,0.7162,Morally Negative
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.337,0.6441,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991,0.2664,0.5345,Neutral but Negative Sentiment
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.253,0.7278,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0296,0.4899,0.4805,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1014,0.5153,0.3833,Morally Positive
0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0164,0.2342,0.7494,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508,0.6699,0.1793,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0594,0.9352,Neutral but Negative Sentiment
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0081,0.1901,0.8018,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461,0.5741,0.3797,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594,0.3922,0.0139,Neutral but Positive Sentiment
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461,0.6602,0.2937,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.1444,0.8492,Morally Positive
0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6729,0.2343,0.0927,Morally Positive
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2747,0.7153,Morally Negative
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301,0.4994,0.4705,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663,0.8923,0.0414,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.4983,0.4569,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.5255,0.1685,Neutral
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1215,0.5272,0.3514,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304,0.3399,0.6297,Neutral but Negative Sentiment
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.4494,0.5322,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.3096,0.5583,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0155,0.1611,0.8234,Morally Negative
0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.3479,0.6382,Morally Negative
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0235,0.5815,0.395,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.094,0.9003,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8956,0.0852,0.0191,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.1722,0.8166,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5823,0.3542,0.0635,Neutral but Positive Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3328,0.5803,0.0868,Morally Negative
0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0199,0.6227,0.3574,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8144,0.1545,0.0311,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7853,0.2068,0.0079,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.7348,0.2377,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,0.6975,0.2511,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.1148,0.8735,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0106,0.1011,0.8883,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518,0.9015,0.0466,Neutral
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.4823,0.501,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.1537,0.8355,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.1913,0.0342,Neutral but Positive Sentiment
0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0116,0.3102,0.6781,Morally Positive
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.1518,0.8412,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0532,0.3329,0.6138,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2991,0.6791,0.0218,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0517,0.2786,0.6697,Morally Negative
0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.017,0.398,0.5851,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.2055,0.7829,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0829,0.9107,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.03,0.2799,0.6901,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0736,0.757,0.1694,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134,0.7342,0.0524,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0062,0.0789,0.915,Morally Negative
0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0215,0.3417,0.6368,Morally Positive
0.0,0.5,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0104,0.228,0.7616,Morally Negative
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9248,0.0709,0.0043,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.256,0.6803,0.0637,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292,0.1535,0.8173,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.1321,0.8565,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.1712,0.8217,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2113,0.6767,0.112,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979,0.7762,0.126,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.458,0.5098,Neutral but Negative Sentiment
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0991,0.8853,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,0.7695,0.19,Neutral
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.6964,0.2696,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.5562,0.1488,Neutral
0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.1537,0.8353,Partially Negative
0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0295,0.3777,0.5928,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0415,0.2624,0.6961,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1626,0.5934,0.244,Neutral
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.2788,0.6989,Morally Negative
0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0074,0.0655,0.927,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0721,0.9222,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1128,0.6997,0.1875,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0183,0.3116,0.6701,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7825,0.1964,0.0211,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1586,0.8295,0.0119,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.3202,0.6656,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.7774,0.1856,Neutral
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0835,0.7754,0.1411,Morally Positive
0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.1452,0.8461,Partially Negative
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0895,0.9005,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.2435,0.7434,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.7578,0.1589,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355,0.2387,0.0258,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0247,0.3053,0.6701,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.1639,0.8295,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0534,0.4192,0.5275,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.2224,0.758,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359,0.8918,0.0723,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0203,0.5966,0.3831,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408,0.5369,0.2222,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0169,0.3163,0.6668,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0143,0.6305,0.3553,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3248,0.5708,0.1044,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0124,0.138,0.8496,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868,0.6893,0.2239,Neutral
0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0129,0.1121,0.875,Morally Negative
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722,0.4464,0.4815,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6255,0.3466,0.028,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.3998,0.5838,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.1862,0.805,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.5706,0.3922,Morally Positive
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0068,0.1084,0.8848,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0141,0.1635,0.8224,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.1187,0.8754,Neutral but Negative Sentiment
0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.2059,0.7836,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9721,0.0243,0.0036,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0557,0.8557,0.0886,Neutral
0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0128,0.671,0.3162,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.3224,0.6609,Neutral but Negative Sentiment
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298,0.3476,0.6226,Morally Negative
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.3108,0.6754,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.114,0.2082,0.6778,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174,0.6347,0.2478,Neutral
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0111,0.1491,0.8398,Morally Positive
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0231,0.4569,0.5199,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.6582,0.2245,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,0.7907,0.1342,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113,0.864,0.0247,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.4055,0.5772,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9227,0.0676,0.0097,Morally Positive
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0583,0.935,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466,0.5816,0.2718,Neutral
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0291,0.479,0.4919,Partially Negative
0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0185,0.2498,0.7318,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699,0.7197,0.2104,Neutral
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1247,0.8296,0.0457,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.7645,0.0425,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0847,0.9093,Neutral but Negative Sentiment
0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0398,0.7631,0.197,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1139,0.8246,0.0615,Neutral
0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7434,0.243,0.0136,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.1703,0.8152,Neutral but Negative Sentiment
0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.1666666666666666,0.0,0.0,0.0076,0.0969,0.8955,Morally Positive
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0093,0.2062,0.7845,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7197,0.269,0.0114,Neutral but Positive Sentiment
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8785,0.0955,0.026,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.6137,0.3488,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594,0.2974,0.6432,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6229,0.3242,0.0529,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0084,0.0729,0.9187,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.1346,0.8467,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7603,0.2155,0.0242,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588,0.2508,0.1904,Neutral but Positive Sentiment
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545,0.5073,0.3382,Morally Positive
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0052,0.0747,0.92,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.3224,0.6601,Neutral but Negative Sentiment
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0814,0.9123,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.6551,0.3115,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0837,0.9094,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539,0.8813,0.0648,Neutral
